Index,Backers,AmountRaised,Faves,Goal,MeanHappiness,MeanFear,MeanSurprise,MeanSadness,MeanNeutral,MeanAnger,Category,Success,Beneficiary
286,41,7508,26,6730,NA,NA,NA,NA,NA,NA,Adoption,success,self
287,48,3575,48,15000,97.4695,0.5785,0.062,0.1485,0.0205,0.0965,Adoption,failure,self
288,26,1260,20,7000,92.1265,0.136,0.2235,0.1755,0.147,0.132,Adoption,failure,self
289,27,1825,27,4700,1.489,4.492,9.826,18.395,15.302,49.006,Adoption,failure,self
290,11,845,7,5000,56.4565,5.6335,0.68,28.528,6.367,0.135,Adoption,failure,self
291,116,13621,113,20000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
292,15,914,9,20000,94.1045,0.249,0.6975,0.146,0.146,0.3185,Family_Campaigns,failure,self
293,142,10410,142,10000,11.868,6.594,5.258,48.337,12.369,8.431,Family_Campaigns,success,self
294,88,6243,52,6000,NA,NA,NA,NA,NA,NA,Adoption,success,self
295,18,4590,12,8000,36.734,0.072,0.366,22.863,22.5,0.879,Adoption,failure,self
296,15,1904,14,3000,71.1502,0.5994,0.251,17.797,3.082,1.5058,Adoption,failure,self
297,29,2588,29,20000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
298,28,2590,18,5000,28.1524,14.7654,1.037,20.4186,4.7056,1.0338,Adoption,failure,self
299,22,2195,21,12000,63.29266667,1.612666667,0.771,3.517333333,0.190666667,2.223666667,Adoption,failure,self
300,48,3500,43,5000,61.966,0.266,0.2915,3.003,0.2985,2.3715,Adoption,failure,self
301,42,3105,43,5000,50.9025,0.8825,1.091,3.801,1.7545,4.2035,Adoption,failure,honoree
302,38,13710,29,25000,66.854,21.751,4.041,5.865,1.079,0.058,Adoption,failure,self
303,46,1855,42,2500,4.126,3.052,18.661,9.793,58.348,2.112,Adoption,failure,self
304,33,1985,32,20000,98.4,0.065,0.055,0.0075,0.0345,0.116,Adoption,failure,self
305,80,7205,74,9000,46.41025,14.8095,4.74375,11.8035,18.06325,2.80625,Family_Campaigns,failure,self
306,18,32523,14,31.1,NA,NA,NA,NA,NA,NA,Adoption,success,self
307,20,2015,20,15000,29.124,0.3705,0.92,2.672,4.5665,10.244,Adoption,failure,self
308,31,2785,23,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
309,21,1470,22,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
310,24,6550,18,6500,62.76766667,-0.000833333,0.008833333,4.5295,3.131333333,0.222666667,Adoption,success,self
311,37,7590,32,23000,75.3155,2.252,2.389,0.4785,0.4865,17.7045,Adoption,failure,self
312,103,4665,97,25000,94.654,0.1085,0.1155,0.3145,4.191,0.1925,Adoption,failure,self
313,15,2610,11,15000,70.8745,0.4565,0.7515,5.9085,18.4485,0.242,Adoption,failure,self
314,28,1780,22,10000,86.943,0.5795,0.5925,0.3445,0.756,0.3625,Adoption,failure,self
315,29,2170,28,12000,97.3635,0.072,0.461,0.0255,0.0255,0.2285,Adoption,failure,honoree
316,18,485,15,2500,60.3465,7.2715,0.217,12.458,4.8555,1.314,Adoption,failure,self
317,32,5070,16,5000,NA,NA,NA,NA,NA,NA,Adoption,success,self
318,38,2270,33,5000,95.946,0.131,0.496,1.768,0.298,0.405,Adoption,failure,self
319,65,4420,65,20000,81.381,1.08025,0.4685,1.0695,4.363,5.49075,Adoption,failure,self
320,25,2710,23,10000,10.224,0.858,2.3565,11.2915,28.7225,20.278,Adoption,failure,self
321,88,3869,57,15000,65.399,0.816,1.874,5.932,6.782,2.422,Adoption,failure,self
322,34,2845,36,20000,55.376,1.261,0.634,10.5525,9.928,1.789,Adoption,failure,self
323,37,12657,31,12.5,83.36875,0.5705,0.421,12.85025,0.63275,0.1075,Adoption,success,self
324,16,925,16,3000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
325,29,3000,29,4000,36.971,2.043,16.989,31.429,7.087,1.548,Adoption,failure,self
326,31,10750,20,10000,87.3765,8.3105,1.3195,0.443,0.47,1.7835,Adoption,success,self
327,40,2305,36,3000,NA,NA,NA,NA,NA,NA,Foster_Families,failure,self
328,29,2795,23,2500,97.183,0.051,0.37,1.826,0.469,0.021,Adoption,success,self
329,88,19307,48,38.5,NA,NA,NA,NA,NA,NA,Adoption,success,self
330,34,1450,23,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
331,143,15050,149,15000,89.214,4.0505,5.1995,0.159,0.632,0.1125,Family_Campaigns,success,honoree
332,30,4526,24,18000,14.76933333,0.992666667,1.495333333,9.511666667,41.79033333,4.296333333,Adoption,failure,self
333,21,2685,21,16000,50.7695,22.659,0.401,1.556,0.138,22.857,Foster_Families,failure,self
334,39,6400,35,5000,NA,NA,NA,NA,NA,NA,Adoption,success,self
335,62,2412,61,10000,44.1635,0.158,1.3015,40.693,12.8175,0.3805,Adoption,failure,self
336,24,907,24,5000,55.0605,0.0205,0.031,0.1165,0.086,0.5405,Adoption,failure,self
337,27,1905,25,20000,49.1575,3.028,1.424,1.18,28.0005,1.393,Adoption,failure,self
338,65,11480,63,15000,NA,NA,NA,NA,NA,NA,Family_Campaigns,failure,self
339,35,1895,37,5000,67.796,12.581,2.561,5.5545,9.215,0.2565,Adoption,failure,self
340,32,2025,33,1600,78.368,0.103,2.186,10.903,4.32,0.223,Adoption,success,self
341,57,8225,46,10000,91.89166667,0.227666667,0.116666667,6.155333333,0.280333333,0.212,Adoption,failure,self
342,31,8815,17,11000,1.003,0.142,2.464,90.075,5.374,0.146,Adoption,failure,self
343,66,5020,71,20000,99.676,0.0885,0.0145,0.029,0.009,0.0095,Adoption,failure,self
344,39,5650,33,5000,20.03066667,2.707,1.562166667,13.01833333,1.116333333,16.01416667,Adoption,success,self
345,67,6175,54,7000,15.746,35.987,29.419,1.467,2.557,10.101,Adoption,failure,self
346,15,708,21,4500,17.831,1.287,0.328,73.322,4.176,1.477,Adoption,failure,self
347,17,625,17,1000,61.93166667,19.719,5.078666667,5.583,2.844,2.615,Adoption,failure,self
348,26,1085,19,1000,96.076,0.019,0.0295,0.179,0.024,0.041,Adoption,success,self
349,20,940,20,7500,45.65525,2.557,2.849,8.29975,15.84825,4.84975,Adoption,failure,self
350,28,1105,27,4000,53.967,2.412,1.71,37.81,2.937,0.582,Adoption,failure,self
351,33,1735,33,5000,10.097,0.057,2.066,0.204,87.25,0.268,Adoption,failure,self
352,22,2740,20,8000,37.21266667,0.122,0.446333333,8.384666667,4.89,13.50833333,Adoption,failure,self
353,12,1180,10,15000,0.659,0.183,12.972,19.629,43.728,21.519,Adoption,failure,self
354,26,948,24,3000,97.5815,0.141,0.08,0.3015,0.0965,0.0225,Adoption,failure,self
355,35,1475,33,5000,79.201,0.215,0.202,4.0125,4.637,0.9685,Adoption,failure,self
356,64,13748,18,25000,73.131,1.059333333,0.242333333,8.764,0.546,1.029333333,Adoption,failure,self
357,78,4635,80,6000,98.1865,0.132,0.048,0.379,0.1,0.081,Adoption,failure,honoree
358,26,2015,24,6000,95.4615,0.418,2.1575,0.469,1.0185,0.121,Adoption,failure,self
359,46,2675,48,5000,68.943,4.2065,14.5225,1.813,9.848,0.322,Adoption,failure,self
360,24,3135,22,8000,49.1235,1.349,1.412,5.586,8.6815,4.4605,Adoption,failure,self
361,22,2075,20,2500,5.288,30.869,51.079,1.041,0.482,11.035,Adoption,failure,self
362,63,20755,50,20000,74.545,0.1035,0.0875,0.32,0.1105,0.407,Adoption,success,self
363,63,9000,57,8000,NA,NA,NA,NA,NA,NA,Adoption,success,self
364,13,2340,13,10000,68.3395,0.1165,0.1165,1.4995,5.6005,10.045,Adoption,failure,self
365,21,1076,14,6500,NA,NA,NA,NA,NA,NA,Adoption,failure,self
366,36,2300,37,6000,6.337,0.379,15.997,23.253,49.961,3.566,Adoption,failure,self
367,17,3060,16,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
368,15,360,15,5000,31.38,0.048,0.082,44.422,1.098,0.131,Adoption,failure,self
369,34,2450,34,25000,85.7185,2.553,2.8525,0.5835,2.7605,2.773,Adoption,failure,self
370,13,2000,13,12.5,8.6,14.831,16.723,23.315,25.084,5.164,Adoption,success,self
371,49,5643,47,5371,97.154,0.008,0.037,0.151,0.029,0.088,Adoption,success,self
372,10,600,10,5000,58.279,1.222666667,1.315,8.809333333,1.274333333,1.559333333,Adoption,failure,self
373,48,8100,41,20000,98.4065,0.016,0.021,0.0245,0.046,0.035,Family_Campaigns,failure,self
374,19,437,18,10000,92.176,0.0475,0.0965,0.537,4.663,0.6065,Adoption,failure,self
375,65,7194,70,15000,95.255,0.297333333,0.273,2.945,0.347333333,0.087333333,Adoption,failure,honoree
376,37,5969,5,15000,77.84733333,-0.040666667,0.152,1.773,0.290833333,0.05,Adoption,failure,self
377,63,8605,56,15000,80.457,1.962,0.711,5.516333333,1.123333333,0.689333333,Adoption,failure,self
378,38,6170,30,5000,33.622,1.068,0.856,18.032,40.0506,1.4132,Adoption,success,self
379,120,14035,152,13000,78.29125,0.72675,2.2905,1.4125,16.47975,0.13825,Adoption,success,self
380,17,710,17,12000,86.7195,0.0605,0.099,0.502,0.1255,3.4865,Adoption,failure,self
381,24,1470,17,25000,97.63,0.108,0.0385,2.0285,0.066,0.0035,Adoption,failure,self
382,194,27424,164,25000,NA,NA,NA,NA,NA,NA,Family_Campaigns,success,self
383,109,13447,70,15000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
384,20,1350,15,6500,63.38966667,14.211,1.713,7.238666667,12.83866667,0.091666667,Adoption,failure,self
385,29,3440,30,11000,70.438,0.064333333,0.064333333,25.75466667,0.817,0.108666667,Adoption,failure,self
386,23,1555,23,6000,96.03,0.021,0.038,0.159,0.021,0.688,Adoption,failure,self
387,46,11122,18,27.5,51.293,1.7175,3.5175,5.532,1.1765,24.844,Adoption,success,self
388,53,7750,40,15000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
389,27,1830,24,5000,74.7515,1.017,1.2565,1.704,1.917,3.5375,Adoption,failure,honoree
390,26,965,24,20000,58.6485,0.311,0.098,0.148,0.705,0.6725,Adoption,failure,self
391,43,8870,34,15000,79.3995,0.85575,0.2825,3.2385,8.73975,0.25575,Adoption,failure,self
392,25,1850,25,13000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
393,71,5275,72,4000,61.8466,0.5722,1.0628,17.2138,11.5632,3.3578,Adoption,success,honoree
394,23,2115,13,3500,1.773,2.559,0.774,13.516,22.524,53.256,Adoption,failure,self
395,10,535,10,3000,90.0315,1.5125,0.373,1.981,0.115,0.7075,Adoption,failure,self
396,41,2795,29,5000,63.93233333,12.98,15.879,0.733333333,5.062,0.736,Adoption,failure,self
397,65,13675,35,15000,6.044,49.205,1.5185,0.4055,0.4055,28.9135,Adoption,failure,self
398,29,3040,29,15000,84.773,0.346,0.162,2.543,4.807,0.162,Adoption,failure,self
399,28,2250,27,1500,97.1895,0.2715,0.0815,0.104,0.067,0.3045,Adoption,success,self
400,24,855,24,2100,41.522,5.911,1.4075,30.787,11.96,2.045,Adoption,failure,self
401,31,3330,30,10000,6.213,2.146,5.691,33.816,14.213,22.888,Adoption,failure,self
402,31,2374,29,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
403,37,1755,37,2000,81.292,2.2255,1.106,7.951,5.6235,0.764,Adoption,failure,self
404,159,12785,181,20000,62.00275,0.39825,0.28525,31.2335,0.4565,0.2995,Adoption,failure,honoree
405,22,2370,22,10000,50.4055,0.4045,0.2845,5.8435,33.7865,6.74,Adoption,failure,self
406,11,485,11,3500,NA,NA,NA,NA,NA,NA,Adoption,failure,self
407,90,11105,61,20000,52.6195,0.04,0.04,1.042,0.566,0.7665,Family_Campaigns,failure,self
408,79,2908,64,12000,94.80833333,0.08,0.036666667,4.446666667,0.057333333,0.032666667,Adoption,failure,self
409,30,2802,28,10000,57.30585714,-0.114,-0.028571429,0.108857143,-0.240714286,1.860857143,Foster_Families,failure,self
410,54,19075,47,15000,82.685,1.903,0.364,5.935,0.106,5.472,Family_Campaigns,success,honoree
411,27,1920,27,20000,95.9305,0.316,2.298,0.2185,0.5345,0.051,Adoption,failure,self
412,40,3101,34,5000,97.025,0.2775,0.1415,0.561,0.063,0.823,Adoption,failure,honoree
413,16,1720,15,4000,97.03675,0.07425,0.02975,0.53375,0.07725,0.1675,Adoption,failure,self
414,61,11050,29,20000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
415,19,1760,19,4000,99.054,0.397,0.04,0.271,0.185,0.029,Adoption,failure,self
416,42,2270,42,15000,84.6535,0.378,0.5035,12.047,1.236,0.642,Adoption,failure,self
417,87,9754,88,20000,96.467,0.207,0.0345,0.1965,0.0935,0.25,Family_Campaigns,failure,self
418,36,7630,28,25000,93.243,0.0815,0.0455,0.6775,0.52,0.0575,Adoption,failure,self
419,70,7605,72,15000,98.242,0.081,0.0975,0.1915,0.154,0.046,Adoption,failure,honoree
420,23,2855,20,35.5,63.036,1.9535,1.8775,18.4455,4.3885,3.538,Adoption,success,self
421,51,4575,53,10000,97.2665,0.0405,0.0325,0.2725,0.3985,0.23,Adoption,failure,self
422,24,1255,24,6500,78.838,1.382,1.0045,5.0525,3.919,2.7785,Adoption,failure,self
423,27,1950,27,25000,68.7835,26.3525,0.1685,0.8565,0.12,1.457,Foster_Families,failure,self
424,28,10899,25,15000,34.48966667,11.13633333,11.04,2.492333333,4.539333333,13.95,Adoption,failure,self
425,54,2310,49,10000,66.63,1.978333333,9.787666667,5.154,10.997,1.058666667,Adoption,failure,self
426,31,4030,32,3000,87.1665,0.5465,0.3625,9.2775,1.7755,0.511,Adoption,success,self
427,59,4775,41,15000,59.06425,1.5835,0.89175,5.3835,17.82825,4.948,Foster_Families,failure,self
428,19,3400,21,12000,22.51266667,7.106333333,5.398666667,24.869,4.783333333,12.09166667,Adoption,failure,self
429,68,10650,50,10.3,88.5804,0.094,0.1778,4.4854,6.2326,0.0638,Adoption,success,self
430,52,1570,55,3200,36.0755,1.701,0.86,5.6885,30.982,0.5505,Adoption,failure,self
431,102,4928,103,18000,88.9736,1.0396,0.7566,2.8666,5.8856,0.2736,Family_Campaigns,failure,self
432,16,2000,16,2000,48.561,0.021,0.021,0.021,0.021,2.878,Adventure_Trips,failure,self
433,19,590,19,800,39.554,19.90133333,32.35166667,0.399666667,0.429666667,3.854,Adventure_Trips,failure,self
434,8,455,8,300,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
435,8,640,7,3200,49.164,28.261,20.2975,0.124,0.068,1.1985,Adventure_Trips,failure,self
436,4,185,4,800,6.509,15.212,1.78,64.691,8.357,2.629,Adventure_Trips,failure,self
437,56,4226,52,4000,98.821,0.148,0.855,0.035,0.066,0.035,Adventure_Trips,success,self
438,11,400,10,1600,32.773,20.446,43.182,2.472,0.376,0.376,Adventure_Trips,failure,self
439,30,4050,27,4600,96.6885,0.0455,0.014,2.8155,0.077,0.036,Adventure_Trips,failure,self
440,13,910,13,1000,87.438,1.085,0.215,0.585,5.553,0.186,Adventure_Trips,failure,self
441,18,635,18,3700,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
442,10,1660,6,2000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
443,5,327,5,2300,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
444,24,1325,15,7000,94.523,0.178,0.393,0.146,0.249,1.081,Adventure_Trips,failure,self
445,9,1890,8,3500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
446,7,465,7,1500,3.517,4.077,2.548,58.171,27.668,3.187,Adventure_Trips,failure,self
447,81,3383,81,5000,10.426,16.723,4.228,2.473,31.394,24.965,Travel_Campaigns,failure,self
448,5,250,4,5000,87.887,0.6065,0.2075,1.2775,3.9055,0.7175,Backpacking,failure,self
449,9,1540,9,1500,45.471,0.612,0.1575,0.302,6.1105,1.6245,Adventure_Trips,success,self
450,4,400,4,1400,38.107,3.3705,1.09,2.7795,2.623,8.682,Adventure_Trips,failure,self
451,192,13586,191,15000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
452,22,804,16,1000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
453,32,1130,31,1000,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
454,12,805,12,2000,69.445,0.051,0.399,28.441,1.611,0.027,Adventure_Trips,failure,self
455,25,645,22,200,17.29,1.223,1.605,1.223,4.157,5.276,Backpacking,success,self
456,22,3145,15,7000,20.743,62.843,8.029,3.127,5.132,0.063,Adventure_Trips,failure,self
457,14,1000,13,1000,40.913,0.3895,2.075,19.686,26.514,0.81,Adventure_Trips,failure,self
458,36,1550,33,1500,69.42266667,6.630333333,21.25433333,2.054666667,0.098666667,0.065,Adventure_Trips,success,self
459,27,820,27,4000,74.887,5.621,0.69,17.466,1.209,0.064,Adventure_Trips,failure,self
460,24,1500,24,1500,98.703,0.067,0.029,0.125,0.029,0.371,Adventure_Trips,failure,self
461,47,3125,36,3500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
462,14,710,12,1500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
463,9,560,9,5000,92.923,0.891,0.372,0.682,0.445,0.69,Adventure_Trips,failure,self
464,25,2080,25,2000,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
465,5,500,NA,1200,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
466,24,1345,23,8000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
467,6,580,6,500,11.38644444,-0.566555556,1.720666667,1.858611111,8.561166667,-0.028555556,Adventure_Trips,success,self
468,17,711,15,2000,66.961,17.1235,2.134,1.3455,4.452,1.603,Adventure_Trips,failure,self
469,17,650,16,2000,98.832,0.066,0.024,0.743,0.194,0.017,Adventure_Trips,failure,self
470,12,1000,12,1000,83.028,3.564,2.103,4.754,0.744,0.311,Adventure_Trips,failure,self
471,21,812,23,1000,20.485,0.3065,0.5445,0.692,19.2785,8.1985,Adventure_Trips,failure,self
472,23,2021,13,2000,24.398,1.008,3.859,6.204,63.283,0.843,Adventure_Trips,success,self
473,16,650,16,1500,43.845,0.398,0.87,1.007,17.945,1.156,Adventure_Trips,failure,self
474,27,1295,26,1500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
475,30,882,21,1000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
476,12,517,12,5500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
477,40,2793,36,12000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
478,21,910,19,800,58.147,1.406,5.508,11.12,20.989,0.296,Adventure_Trips,success,self
479,16,1012,16,1250,99.785,0.002,0.006,0.081,0.036,0.002,Adventure_Trips,failure,honoree
480,18,1455,13,3000,91.535,0.179,0.1165,3.852,0.111,0.115,Adventure_Trips,failure,self
481,3,600,3,3000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
482,4,300,4,1500,83.9175,1.2105,4.271,2.587,6.2585,0.5435,Adventure_Trips,failure,self
483,10,505,9,2800,99.7125,0.044,0.099,0.0195,0.064,0.0175,Adventure_Trips,failure,self
484,35,1675,33,12000,32.4704,4.9472,8.1446,23.6196,9.8336,17.7576,Adventure_Trips,failure,self
485,10,460,9,1000,99.035,0.022,0.031,0.0435,0.687,0.0205,Adventure_Trips,failure,self
486,87,2975,11,7000,72.265,0.324,0.279,1.187,13.674,11.0625,Adventure_Trips,failure,self
487,17,325,17,3000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
488,10,1090,10,1600,32.033,9.3305,9.7375,11.6665,23.57425,12.08525,Adventure_Trips,failure,self
489,10,1583,4,6000,85.284,0.785,3.497,2.719,5.309,0.785,Adventure_Trips,failure,self
490,17,885,17,2585,4.712,35.38,0.425,3.753,0.414,31.416,Adventure_Trips,failure,self
491,7,800,7,1500,75.492,1.4835,0.606,0.8185,10.826,2.124,Adventure_Trips,failure,self
492,6,445,4,1000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
493,10,620,9,2296,95.968,0.4325,0.278,0.6535,1.5265,0.1325,Adventure_Trips,failure,self
494,7,300,4,1500,27.608,53.023,9.363,5.149,4.358,0.145,Adventure_Trips,failure,self
495,9,300,9,2300,73.525,5.027,3.597,7.904,7.442,0.789,Adventure_Trips,failure,self
496,39,934,23,1265,NA,NA,NA,NA,NA,NA,Travel_Campaigns,failure,self
497,9,3650,8,5000,97.325,0.115,0.141,1.761,0.628,0.011,Adventure_Trips,failure,self
498,9,500,9,1500,0.414,0.597,0.156,2.825,8.489,51.815,Adventure_Trips,failure,self
499,23,1275,22,5000,96.503,0.002,0.002,0.113,0.067,0.005,Adventure_Trips,failure,self
500,16,1545,8,2000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
501,13,1295,11,1500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
502,10,500,10,600,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
503,14,770,14,2000,2.586,0.222,1.278,0.222,80.431,7.507,Adventure_Trips,failure,self
504,11,1460,11,5000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
505,20,1135,15,5000,49.388,18.969,23.112,1.087,1.087,5.271,Adventure_Trips,failure,self
506,53,2620,45,3000,74.7665,0.23925,0.62825,0.40275,12.2565,6.7255,Travel_Campaigns,failure,self
507,14,2000,13,2000,99.863,0.041,0.013,0.063,0.005,0.002,Adventure_Trips,failure,self
508,33,2588,25,2400,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
509,15,650,15,3500,99.68,0.05,0.05,0.05,0.05,0.05,Backpacking,failure,self
510,8,905,8,1200,92.191,0.017,0.119,0.017,7.623,0.017,Adventure_Trips,failure,self
511,5,2500,4,2500,43.5715,1.392,5.0475,18.87825,13.68875,5.79175,Adventure_Trips,failure,self
512,17,1180,16,3500,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
513,20,7910,12,10000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
514,17,760,17,2000,48.82166667,1.239333333,0.582,1.337333333,13.59966667,24.74133333,Adventure_Trips,failure,self
515,4,625,4,5000,21.687,17.204,0.823,31.946,8.85,11.48,Adventure_Trips,failure,self
516,19,1040,18,1000,82.8495,5.052,8.1615,0.201,3.088,0.0365,Adventure_Trips,success,self
517,10,660,10,500,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
518,10,1000,4,2500,99.194,0.272,0.06,0.248,0.027,0.102,Adventure_Trips,failure,self
519,30,1195,12,6000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
520,17,910,15,2000,80.2515,0.1165,0.1255,2.0225,0.2915,1.245,Adventure_Trips,failure,self
521,12,550,12,7000,68.35928571,-0.084142857,-0.252428571,0.623857143,-0.254285714,-0.104428571,Adventure_Trips,failure,honoree
522,6,500,5,4000,96.1895,0.178,0.178,0.222,0.886,0.178,Adventure_Trips,failure,self
523,51,3100,47,3000,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
524,13,585,14,400,NA,NA,NA,NA,NA,NA,Adventure_Trips,success,self
525,4,825,4,20000,NA,NA,NA,NA,NA,NA,Adventure_Trips,failure,self
526,11,650,13,1200,86.135,10.456,1.659,0.833,0.525,0.108,Adventure_Trips,failure,self
527,18,910,17,500,10.05,19.371,2.221,24.577,43.374,0.204,Adventure_Trips,success,self
528,61,3595,56,5000,0.676,0.497,2.009,13.98,82.248,0.228,Travel_Campaigns,failure,self
529,8,755,7,5000,0.632,10.363,6.584,10.325,70.724,0.435,Adventure_Trips,failure,self
530,13,541,13,1500,17.742,5.7,0.992,1.953,23.563,41.91,Adventure_Trips,failure,self
531,9,615,8,1000,99.767,0.011,0.007,0.108,0.007,0.007,Adventure_Trips,failure,self
532,15,1068,12,7000,79.391,0.119,0.119,17.794,0.119,0.119,Adventure_Trips,failure,self
533,22,3110,18,3000,71.906,2.6255,2.1425,15.907,2.936,0.2215,Adventure_Trips,success,self
